Text	Predicted Label Correct Label
" die bisher vorgestellten strategien und aktivitaten zur mobilisierung und fokussierung von energie, genauso wie die ansatze zum gezielten abbau von korrosiver energie, zeigen auf, wie manager unternehmen aus verschiedenen nicht - produktiven energie - zustanden fuhren konnen. befinden sich unternehmen hingegen im zustand produktiver energie, verlagert sich die ausrichtung des energiemanagements erheblich. das top - management muss darauf achten, das einmal erreichte hohe energieniveau zu halten. " [SEP]	0	0
" die speicheldrusen umfassen paarige große drusen ( gl. parotis, gl. submandibularis, gl. sublingualis ) und kleine speicheldrusen, die im gesamten oberen aerodigestiven trakt vorkommen. die zellulare komponente umfasst serose und mukose drusenazini, gangepithelien, myoepithelien und bestandteile des bindegewebes ( z. b. fettgewebe, bindegewebe, nerven und blutgefaße ). die gl. parotis besteht aus vorwiegend serosen azini, die gl. submandibularis aus gemischten serosen und mukosen azini, die gl. sublingualis hauptsachlich aus mukosen azini. die kleinen speicheldrusen besitzen ebenfalls gemischte serose und mukose azini in wechselndem verhaltnis zueinander. " [SEP]	0	0
" die ozeane sind durch stromungen gekennzeichnet, die die weltmeere miteinander verbinden und in ihrer gesamtheit als globales forderband bezeichnet werden [ len97 ]. " [SEP]	0	0
" das grundrecht auf den schutz des briefgeheimnisses verbietet nicht nur staatliche eingriffe, sondern verlangt dem staat von heute auch ein vielfaltiges engagement zu dessen umsetzung im verhaltnis privater zueinander ab. dies einmal mit blick auf die beseitigung des postmonopols und den wettbewerb zwischen mehreren anbietern einerseits, die entwicklung neuer informationstechniken andererseits, aber auch die verdichtung spezifischer problemlagen \ " dritterseits \ " wie uberalterung der bevolkerung und die auflosung herkommlicher familienstrukturen ( briefverkehr alterer menschen, zwischen kindern und nicht obsorgeberechtigten elternteilen, aber auch zwischen kindern und großeltern und angesichts des weiteren steigens des lebensalters auch urgroßeltern ). " [SEP]	0	0
" fakultativ pathogene keime konnen sich in sauglingsnahrung bei unsachgemaßem umgang stark vermehren und zu schweren infektionen bei neugeborenen fuhren. enterobacter sakazakii erlangte bedeutung fur die offentliche gesundheit als verursacher von infektionen bei neugeborenen, die durch schwere krankheits - und einen hohen anteil todlicher verlaufe gekennzeichnet sind. hochstes risiko haben bis zu 2 monate alte neugeborene. aufgrund der phano - und genotypischen diversitat wurde die umbenennung von enterobacter sakazakii in cronobacter spp. nov. vorgeschlagen. enterobacter sakazakii ist gegenuber austrocknung und osmotischem stress relativ resistent und kann in pulverformiger sauglingsnahrung mehr als 2 jahre uberleben. ( inter ) nationale organisationen ( efsa, fao, who, espghan, dgkj, ogkj, iso ) veroffentlichten vor kurzem ihre stellungnahmen. die hersteller konnen durch standige verbesserung der technologien und mikrobiologische uberwachung das kontaminationsrisiko von sauglingsnahrung minimieren. institutionelle und private verbraucher konnen durch adaquate hygienemaßnahmen das infektionsrisiko reduzieren. " [SEP]	0	0
" das teilweise geringe problembewusstsein fur sprachen und geographische namen sowohl in fachkreisen als auch in der offentlichkeit und das hartnackige verharren von diesbezuglichen fehlertypen in kartographischen produkten sind anlass fur einen versuch, das geographische namengut verstarkt in das blickfeld der kartographie zu rucken. kartographische produkte sind visuelle kommunikationsmittel. orientierung im raum erfolgt in der regel uber geographische namen. ihre korrekte verwendung ist daher eine nachgefragte qualitat kartographischer produkte. fehler im namengut werden rasch erkannt und mindern den gebrauchswert der produkte. uber aufgelistete funktionen des geographischen namengutes soll die redaktionelle praxis erleichtert werden. " [SEP]	0	0
" fur unternehmen ist es anscheinend nicht immer einfach, neues personal gemaß des allgemeinen gleichbehandlungsgesetzes einzustellen : wie gerichte im vergangenen jahr entschieden haben. " [SEP]	0	0
" zu einer der im detail am schwierigsten zu erfassenden steuerarten zahlt die korperschaftsteuer. systematisch wird sie direkt im anschluss an die einkommensteuer behandelt, da man die korperschaftsteuer auch als einkommensteuer der juristischen person bezeichnen kann. juristische personen haben wie naturliche personen auch eine eigene rechtspersonlichkeit, d. h., sie konnen trager von rechten und pflichten sein. dieser umstand rechtfertigt es, sie einer eigenen steuer, namlich der korperschaftsteuer, zu unterwerfen. von den juristischen personen sind die personengesellschaften ( z. b. ohg, kg ) streng zu trennen. letztgenannten steht grundsatzlich keine eigene rechtspersonlichkeit zu. demzufolge ist hier auch nicht die gesellschaft selbst steuerpflichtig, sondern vielmehr die naturliche person als gesellschafter mit den auf sie entfallenden gewinnanteilen ( z. b. gewinnanteil eines ohg - gesellschafters unterliegt als einkunfte aus gewerbebetrieb i. s. d. § 15 abs. 1 nr. 2 estg der einkommensteuer ). " [SEP]	0	0
" die walder der erde sind fur den menschen in vielfaltiger hinsicht von unschatzbarem nutzen. als hochkomplexe sich selbst regulierende okosysteme sind sie lebensgrundlage nicht nur fur eine vielfalt an tier - und pflanzenarten, sondern auch fur den menschen. zugleich gewahrleisten sie den schutz dieser naturlichen lebensgrundlagen durch die speicherung und filterung von wasser, den erhalt der fruchtbarkeit der boden und durch ihre ausgleichsfunktion des lokalen und regionalen klimas. sie sind wirk same kohlendioxidsenken und die wichtigsten sauerstoffproduzenten. ebenso wichtig sind ihre ideellen werte fur den menschen als erholungsgebiet. neben produkten wie trinkwasser, medizinalpflanzen, fruchten und farbstoffen liefern sie den naturlichen rohstoff holz. " [SEP]	0	0
" medikamente sind teil unseres lebens geworden und stehen unter anderem auch als synonym fur die fortschrittlichkeit der menschlichen gesellschaft. aufgrund des hohen gefahrdungspotenzials durfen medikamente jedoch nicht so einfach in den verkehr gebracht werden wie andere waren des taglichen lebens. " [SEP]	0	0
" so wie das controlling trotz des großen forschungsinteresses und der intensiven forschungsarbeit in der einschlagigen literatur keine einheitliche begriffsdefinition erfahren hat, liegt den unterschiedlichen controllingbegriffen ebenso wenig eine einheitliche konzeption zugrunde. 617 diese fehlende konzeptionelle fundierung des controllings wird bereits seit anfang der 90er jahre beklagt. 618 neben der unaufhorlichen diskussion um den controllingbegriff und um die praktische tatigkeit des controllers zeigt sich dies in den aktuellen bemuhungen namhafter autoren, bestehende konzeptionen kritisch zu hinterfragen und eine umfassende, allgemein gultige controllingkonzeption zu etablieren. 619 eine einheitliche konzeption des controllings, die eine eigenstandige problemstellung erkennen lasst, theoretisch fundiert ist und sich in der praxis bewahrt hat, scheint nach kupper namlich die voraussetzung dafur zu sein, dass das controlling zu einem anerkannten teilgebiet der betriebswirtschaftslehre wird und dass so die zuruckhaltung und skepsis der wissenschaft dem controlling gegenuber entkraftet werden. " [SEP]	0	0
" viele kombinatorische optimierungsprobleme konnen folgendermaßen formuliert werden. fur ein gegebenes mengensystem ( e, ƒ ) ( d. h. eine endliche menge e und eine familie ƒ ⊆ 2 e ) mit einer kostenfunktion c : ƒ → ℝ, bestimme man ein element aus ƒ mit minimalen oder maximalen kosten. hier betrachten wir modulare funktionen c, d. h. wir nehmen an, dass c ( x ) = c ( ø ) + σ x [UNK] x ( c ( { x } ) − c ( ø ) ) fur alle x ⊆ e ; aquivalent formuliert, haben wir eine funktion c : e → ℝ und schreiben c ( x ) = σ e [UNK] x c ( e ). in diesem kapitel beschranken wir uns auf diejenigen kombinatorischen optimierungsprobleme, wo ƒ ein unabhangigkeitssystem ( d. h. ƒ ist abgeschlossen bezuglich teilmengenbildung ) oder sogar ein matroid ist. die resultate dieses kapitels verallgemeinern einige der fruheren resultate. in abschnitt 13. 1 fuhren wir unabhangigkeitssysteme und matroide ein und zeigen, dass viele kombinatorische optimierungsprobleme in diesem kontext beschrieben werden konnen. es gibt mehrere aquivalente axiomensysteme fur matroide ( abschnitt 13. 2 ) und eine interessante dualitatsrelation ( abschnitt 13. 3 ). der hauptgrund, weswegen matroide wichtig sind, ist, dass ein einfacher greedy - algorithmus zur optimierung in matroiden benutzt werden kann. in abschnitt 13. 4 werden wir greedy - algorithmen analysieren und wenden uns dann der optimierung in dem schnitt zweier matroide zu. wie wir in den abschni	0	0
" das thema aggression begegnet uns in der psychotherapeutischen und sozialtherapeutischen arbeit haufig. grob gesehen, kann man drei erscheinungsformen unterscheiden : einige menschen zeigen deutlich wahrnehmbares, oft uberschießendes, sozial unvertragliches aggressives verhalten. andere leiden daran, daß sie „ ihre aggressionen nicht rauslassen konnen “. zur dritten gruppe zahlen wir menschen mit subtilem oder passivem, haufig unbewußtem, aggressivem verhalten. " [SEP]	0	0
" die regeln der psychischen ersten hilfe gelten fur samtliche direkten und indirekten notfallopfer, auch wenn individuelle unterschiede bestehen. fur einige personen und gruppen sind jedoch modifikationen bzw. zusatzliche vorgehensweisen zu empfehlen. " [SEP]	0	0
" die seit vielen jahren unbefriedigende entwicklung im handel kulminierte in 2002 mit einer bisher nicht gekannten großenordnung von 108. 000 geschaftsschließungen – mit weiter steigender tendenz auch in 2003 ( schmiese, 2003, s. 4 ). viele einzelhandler schlossen, weil ein wirtschaftliches uberleben nicht mehr moglich erschien bzw. die okonomie schlicht einen insolvenzantrag erzwang. " [SEP]	0	0
" spatestens seit den 70er und 80er jahren wird wieder zunehmend uber kultur diskutiert. anlass dafur war nicht zuletzt das gewahrwerden der einwanderung. zunachst geschah diese eher spontan und oft genug recht unreflektiert unter ruckgriff auf uberkommene kulturmodelle aus der anthropologie oder volkskunde. mit der zeit hat, man jedoch bemerkt, dass damit nicht so ohne weiteres der einwanderungsproblematik beizukommen ist. der erste kulturbegriff war zu wenig leistungsfahig, hat nur wenig wirklich klaren helfen, fuhrte zu vielen missverstandnissen und konnte auch nicht mit der wissenschaftlichen diskussion etwa im rahmen der postmoderne - debatte mithalten. um mit dem kulturbegriff weiter arbeiten zu konnen, bedarf er einer grundsatzlichen neubestimmung. erst dann mag er fur die gegenwartige gesellschaftliche situation und insbesondere fur das zusammenleben in der metropolitanen gesellschaft 1, etwa fur die entwicklung einer interkulturellen bildung ( vgl. scheer 2001 ), nutzlich werden. " [SEP]	0	0
" geschlecht als strukturkategorie, diese redewendung gehort heute zum allgemeingut feministischer forschung. wissenschaftsgeschichtlich lasst sie sich bis auf die achtziger jahre des letzten jahrhunderts zuruckverfolgen. ab diesem zeitpunkt kann fur die damalige frauenforschung eine signifikante erganzung, erweiterung und veranderung ihrer analyseperspektive festgehalten werden. neben und zum teil auch an die stelle von forschung uber frauen tritt forschung zu geschlecht und zum geschlechterverhaltnis 1 wie damit verbunden zum zusammenhang von geschlecht und gesellschaft ( vgl. bilanzierend : beer 1991 ; becker - schmidt 2000 ; maihofer 2004 ). damit und gleichsam als folge zuvor begonnener gesellschaftstheoretischer debatten, insbesondere der international gefuhrten hausarbeitsdebatte ( vgl. beer 1984 ), lag auch der gedanke, dass geschlecht im hinblick auf die gesellschaft als soziale strukturkategorie und im hinblick auf deren analyse als soziologischer strukturbegriff zu gelten hat, ‚ in der luft ‘ ( vgl. beer 1991 ). auf den begriff gebracht wird er schließlich von ( 1984 ) " [SEP]	0	0
" heutige pkw sind zum schutz der insassen bei frontalkollisionen zu etwa 90 % fahrerseitig und zu ca. 70 % auf der beifahrerseite mit airbags ausgestattet, wahrend die seiten - airbags zum schutz des kopfes und des thorax von insassen bei seitenkollisionen nur mit ungefahr 40 bis 50 % vertreten sind [ 1 ]. weitere schutzmaßnahmen wie fuß - und fond - airbags befinden sich im entwicklungsstadium, ihr einsatz in der serie ist umstritten und wird sich, wenn uberhaupt, nur in einzelfallen durchsetzen. in bild c3 - 1 sind airbags dargestellt, die heute serienmaßig in pkw anzutreffen sind. " [SEP]	0	0
" dieses kapitel ist nicht der evaluation der lehrveranstaltung im engeren sinne gewidmet, gegenstand ist vielmehr die methodische vorgehensweise, die hier — auch im vergleich zur universitatsublichen standardisierten evaluation — reflektiert werden soll. ausgangspunkt unserer studie war ja die frage, ob es gelange, auch in einem eng gesteckten zeitrahmen eine erganzend konzipierte qualitative evaluation durchzufuhren und welche uber die quantitative evaluation hinausgehenden resultate sich damit erzielen lassen konnten. damit war von vornherein die standardisierte evaluation der statistikveranstaltung als referenzstudie definiert und so soll in diesem kapitel mit einer kurzen skizzierung ihrer ergebnisse begonnen werden, bevor uber den mehrwert qualitativer evaluation reflektiert wird. " [SEP]	0	0
" der begriff » stress « gehort heute zum alltaglichen sprachgebrauch. stress wird haufig mit stressauslosenden situationen in verbindung gebracht, wie dies in begriffen wie beziehungsstress oder schulstress zum ausdruck kommt. stress ist nicht nur fester bestandteil des sprachgebrauchs erwachsener. schon im grundschulalter kennt fast jedes kind den begriff stress und verwendet ihn zur kennzeichnung unterschiedlicher belastungen ( z. b. wenn es » stress mit anderen kindern « hat oder » stress bei den hausaufgaben «, wenn » ein lehrer stresst «, oder es uber » stressige eltern « klagt ). im folgenden soll erlautert werden, wie der stress zustande kommt und wie der begriff stress in diesem buch verwendet werden soll. " [SEP]	0	0
" es ist nach in - und auslandischer wissenschaftlicher erfahrung unbestritten, daß psychiatrisch - psychologische behandlungsmethoden einen wesentlichen beitrag zur erreichung der zwecke des strafvollzuges leisten konnen [ 1 - 3 ]. freiheitsentzug allein ist in der regel ungeeignet, die gesellschaft vor dem rechtsbrecher zu schutzen. die integration des „ behandlungsgedankens “ in den „ sicherheitsgedanken “ wird einem modernen strafvollzug eher gerecht werden. daruber hinaus wird man sich mit der zunehmenden humanisierung der gesellschaft und damit auch des strafvollzuges die frage beantworten mussen, welche werte mitgliedern der gesellschaft prinzipiell vermittelt werden mussen, auch wenn es sich um kriminelle handelt. sicherlich ist die beschaftigung mit dem jungen delinquenten, dem erstbestraften, dem schwierigen strafgefangenen, der durch besondere aggressivitat hervortritt, und mit umschriebenen psycho - pathologischen tatertypen vielfacher motiviert als die befassung mit den alten menschen im gefangnis. fur die vollzugsorgane stellt der alte gefangene lediglich durch seine gebrechlichkeit, jedoch nicht durch seine gefahrlichkeit eine belastung dar. er verfallt also in noch großerem maße jenem schicksal, dem auch der alte mensch in unserer gesellschaft oft ausgesetzt ist : der vereinsamung. " [SEP]	0	0
" in den letzten jahren ist eine geradezu sintflutartige verbreitung von management - und organisationskonzepten zu verzeichnen, die als patentrezepte zur losung betrieblicher entwicklungsprobleme beitragen sollen. die diffusion von total quality management, lean production oder business process reengineering verlauft dabei nach ahnlichen mustern. nimmt man veroffentlichungen als spiegel fur die verbreitung der unterschiedlichen konzepte, ergeben sich erstaunliche parallelen zu den diffusionsverlaufen neuer produkte, und eine analogie zu modewellen drangt sich auf ( vgl. abb. 44 ) : 545 wahrend zu beginn nur einige wagemutige trendsetter ( „ pioneers “ ) mit neuen managementkonzepten experimentieren, treten in der folge immer mehr nachahmer ( „ follow the leader “ ) auf den plan. der zug der lemminge, die sich vorteile von einem der mode konformen verhalten versprechen, beginnt ( „ application “ ). schließlich ist die mode „ out “ und allenfalls einige spate folger ( „ metoo “ ), die den trend verschlafen haben, springen noch auf den zug auf. 546 " [SEP]	0	0
" die ersten chirurgischen ansatze zur therapie von ektopen atrialen rhythmusstorungen wurden 1980 von williams beschrieben. das ziel der operation war die komplette elektrische isolierung des linken vom rechten vorhof durch eine inzision entlang des septums. bei den meisten patienten konnte postoperativ in den rechtsatrialen myokardabschnitten ein sinusrhythmus abgeleitet werden. der linke vorhof flimmerte weiter. das risiko der arteriellen thrombembolie konnte durch diese technik nicht beseitigt werden [ 19 ], [ 68 ], [ 74 ]. " [SEP]	0	0
" noch - bundeskanzler gerhard schroder prasentiert sich am wahlabend nicht nur als elefant im sprichwortlichen porzellanladen, sondern bietet mit seinem „ krawallauftritt “ in der elefanten - runde auch einen unterhaltungswert, der die zahlreichen, bemuht ausgewogenen gesprachsrunden des wahlkampfs grau, zah und langweilig aussehen lasst. entgleiste eigen - pr offenbart den charakter eines mannes schonungslos und lasst uns als publikum teilhaben an dem unterhaltsamen regieverlust von journalismus. " [SEP]	0	0
" hintergrund bei 3d - navigationssystemen in der chirurgie der nasennebenhohlen und frontobasis geht der trend zur miniaturisierung und vereinfachung der bedienung. patienten / methoden das brainlab - kolibri ® - navigationssystem der fa. brainlab ( heimstetten ) wurde zur intraoperativen navigation bei 35 patienten mit operation ( op ) wegen chronischer sinusitis oder polyposis nasi in ortlicher betaubung eingesetzt – im vergleich zu 35 patienten mit op ohne navigationssystem. die intraoperative navigationsgenauigkeit wurde anhand einer klinischen plausibilitatsprufung an definierten anatomischen messpunkten uberpruft. mit einem standardisierten fragebogen bzw. bewertungsskalen wurden rustzeit, registrierungszeit und referenzierungszeit sowie der zugewinn an sicherheit fur den operateur erhoben. ergebnisse die rustzeit lag bei ca. 5, 8 min, aufbau und lagerung des patienten mit anbringen des stirnbandes als patienten - tracker benotigte im mittel 4, 2 min, die referenzierung mit dem z - touch ® - system 4, 2 min, die referenzierung mit dem soft - touch ® - system dagegen ca. 8, 1 min. durch die verwendung des navigationssystems verlangerte sich bei subjektivem zugewinn an sicherheit fur den operateur die gesamte op - und vorbereitungszeit um ca. 50 % im vergleich zur konventionellen op - technik. die intraoperative genauigkeit betrug in allen 3 raumebenen durchschnittlich 1, 5 – 2, 3 mm. fazit das brainlab - kolibri ® - navigationssystem bietet zufriedenstellende genauigkeit, kurze rustzeit, einfache referenz - und registrierungsmodi sowie intuitive	0	0
" b. das morbus paget, das fibrodysplasie, die arteriosklerose oder die atherosklerose werden in kap. 4. 7. 2 bzw. 4. 7. 3 beschrieben. die osteomyelosklerose ( om ) ist eine form der sklerosierenden skelettdysplasie, die sich durch eine plotzliche schmerzen im unteren ruckenbereich ( lumbalgie ) und im huftbereich ( ischias ) und eine veranderung der wirbelsaulenoberflache ( bandscheibenvorfall ) auszeichnet. weitere symptome sind eine wirbelsaulenosteochondrosis, bandscheibentumore, kyphoskoliose und eine veranderung der bandscheibenhohle ( vergroßerung der bandscheibenhohle, bandscheibenscheibe oder diskospondylose ). " [SEP]	0	1
" die symmetriebedingungen lassen sich dabei durch nutzung der diskontinuitatsbedingungen ( fur die massenflachen ) und der divergenzbedingung fur die stromungsspannungen ausfuhrlich zeigen. dieser vortrag ist eine arbeit von martin ziegler, die er als masterarbeit am institut fur technische mechanik an der universitat stuttgart vorgelegt hat. " [SEP]	0	1
" zusammenfassend zeigen die fast drei jahre nachbarschaftsforderung im quartier „ galgenhalde “, dass gemeinwesenarbeit nachbarschaftsfordernd wirken kann aber auch, dass ein entsprechender erfolg nur gehalten werden kann, wenn die nachbarschaft weiterhin laufend gepflegt wird. " [SEP]	0	1
" aneurysmen des herzen oder der aorta, aortenstenosen oder lungenembolien ausgeschlossen werden. hier konnen die klinischen manifestationen des schulterschmerzes erlautert werden. es werden z. t. auch bilder der entsprechenden bildgebungsverfahren ( ultraschall, rontgen, mrt ) gezeigt, die die fur den schulterschmerz verantwortlichen storungen darstellen. die fertigung der schultergelenkprothese kann nur dann erfolgen, wenn alle anderen moglichkeiten ausgeschopft sind. vor diesem vorgang mussen die patienten sich im konsens mit dem facharzt einig sein. " [SEP]	0	1
" genau das hat der professor fur psychologie am georgia institute of technology, brian meier, untersucht. wahrend einer studie uber die wahrnehmung von eigenen eigenschaften hat er den teilnehmern zunachst ruckwirkend hinweise auf ihre personlichkeit gegeben. " [SEP]	0	1
" der am 1. januar 1995 in kraft getretene vertrag von maastricht sah die grundung einer europaischen union vor, die in ihren zustandigkeiten weitestgehend der souveranitat der mitgliedsstaaten entzog. dadurch sollte der konfliktpotential verringert werden, indem die souveranitat und das sicherheitsinteresse der einzelnen staaten nicht mehr als gleichberechtigte ziele neben dem der europaischen union gesehen werden konnen. " [SEP]	0	1
" demnach ist die haftung des geschaftsfuhrers unter anderem fur geschaftsuntypische handlungen zu lasten des unternehmens als ausdruck einer auflosung des zwischen gesellschafter und geschaftsfuhrer bestehenden interessenkonflikts zu verstehen. " [SEP]	0	1
" im gegensatz zu den verbreiteten annahmen, dass soziokulturelle kontexte sich in den landern durchaus unterschiedlich auswirken, sind sozialstrukturelle unterschiede in handlungen mit geringer bedeutung. es finden sich vielmehr wesentliche ubereinstimmungen zwischen den landern. die studie untersucht, welche rolle demographische faktoren in den entscheidungen uber die familiengrundung spielen. " [SEP]	0	1
" variablen dienen dazu, mathematische beziehungen und zusammenhange zwischen verschiedenen großen festzuhalten und abzubilden. " [SEP]	0	1
" das k 5 [ b ( so 4 ) 4 ] konnte zur synthese von sulfid - komplexen k 5 [ b 12 s 12 ] 10 ( h 2 o ) 16 und k 5 [ b 12 s 12 ] 20 ( h 2 o ) 24 verwendet werden. " [SEP]	0	1
" denn das altern beginnt schon im kindesalter und setzt sich wahrend des gesamten lebens fort. es ist keine einzelne episode und es ist nicht auf einen bestimmten zeitpunkt zu beziehen. fur das altern sind nicht nur die langlebigkeit und das sterberisiko entscheidend, sondern auch die qualitat des lebens. in diesem buch erlautern fuhrende experten aus unterschiedlichen fachgebieten die biologischen grundlagen des alterns. sie erortern die fragen : wie entwickeln sich biomarker im verlauf des lebens? welche rolle spielen umweltfaktoren, wie ernahrung oder wohlbefinden? was konnen wir von der biodemografie erhoffen? wofur sind wir besonders auf der hut? und was sind die herausforderungen der forschung? " [SEP]	0	1
" sepsischen erkrankungen reichen konnen. als ausloser dieser pilzinfektionen spielen vor allem aspergillus spp. und candida spp. eine große rolle. infektionen mit candida spp. ( thrush ) sind haufiger anzutreffen als infektionen mit anderen pilzen. sie treten in der regel in dem unteren drittel der haut auf und erweisen sich als einfache dermatomykosen. bei patienten mit einer durch eine immunsupprimierenden behandlung hervorgerufenen immunschwache konnen sich die candida - infektionen auf andere korperbereiche ausbreiten. bei hiv - patienten kommt es insbesondere zu infektionen mit candida spp. und aspergillus spp. in den lungen. " [SEP]	0	1
" wie schubert, der „ wunderliche alte “, ist auch muschalla ein „ winterreisender “, der sein leben lang mit den armen der kunst umgehen musste. fur viele jahre war er ein schausteller, der in seiner holzernen „ kunstkabinett “ mit seinen masken und requisiten auf jahrmarkten auftrat. er spielte und sang, vielleicht um seine eintonige lebenssituation und die damit verbundene einsamkeit zu uberwinden. „ die kunst mußte ihm etwas sein, etwas schones und weites, sonst hatte er sie nicht getragen “, so der osterreichische komponist hans - kaspar kapeller. " [SEP]	0	1
" der grad der verwandtschaft in familienunternehmen wird ebenfalls beschrieben ( kapitel 2. 2 ). die im weiteren verlauf der arbeit angewandten empirischen methoden werden kurz vorgestellt ( kapitel 2. 3 ). das kapitel 3 stellt den zentralen, qualitativen forschungsgegenstand der arbeit dar, namlich die frage der verflechtungen zwischen familiensystem und unternehmenssystem ( kapitel 3. 1 ). " [SEP]	0	1
" einerseits wollten die eheleute in berlin als stadterinnen und stadtmenschen leben und andererseits war die familienstruktur von christa wolfs elternhaus erschuttert : der vater, ein hochschullehrer, hat sich nach dem krieg nach einer entstalinisierungskampagne nicht mehr richtig behaupten konnen und ist 1952 nach dresden gegangen. die mutter hat ein tuberkulose - sanatorium in dobern bei liegnitz besucht, wo sie den jungen arzt gerhard wolf kennengelernt hat. " [SEP]	0	1
" hauptkunde der hyposensibilisierungsmittel ist die gesetzliche krankenversicherung, die hiermit etwa 56 % der verordnungen ubernimmt. der verordnungsanteil der nicht spezifischen immuntherapie mit cortison ist mit etwa 20 % deutlich niedriger. sie ist vor allem in der stationaren krankenversorgung, insbesondere in der intensivmedizin, von bedeutung. die nettokosten hierfur belaufen sich auf 113 mio. €. " [SEP]	0	1
" einen schwerpunkt bildet dabei die physiologische pathogenese der dystokie, das heißt die diagnose von storungen des geburtsprozesses, die ursachen und pravention von geburtsverzogerungen, die diagnostik von hindernissen der geburt und die behandlung von hindernissen der geburt. acht kapitel des buches behandeln das thema storungen des geburtsverlaufes. diese kapitel schließen sich an kapitel 30 ( storungen des geburtsprozesses ) und kapitel 31 ( behinderungen und komplikationen der geburt ) an und bilden den rest dieses bandes. siehe auch die geburtsmedizin - cd, die den geburtsvorgang und die verhinderung von geburtsverzogerungen in 17 kapiteln und uber 400 minuten ausfuhrlich beschreibt. praktische geburtshilfe, geburtsstorungen und geburtsverzogerungen, dystokie, geburtshindernisse, geburtshilfliche behandlungen, geburtshilfliche operationen, geburtshilfliche notfalle. ces huit chapitres traitent les pathologies du processus de l ’ accouchement. " [SEP]	0	1
" in dieser studie werden lehrende organisationen als systemisch - organisatorisches feld und organisationspadagogik als theoretische und methodische grundlage fur bildungsforschung im organisationspadagogischen kontext vorgestellt. ausgehend von der annahme, dass organisatorische lernprozesse im organisationspadagogischen kontext durch ein prozessuales erziehungskonzept geleitet werden, werden zwei exemplarische fallstudien dargestellt. " [SEP]	0	1
" anonyme pamphlete und flugschriften kennzeichnen den weiteren verlauf. im marz 1830 brach der erste offene kampf gegen hegels religionsphilosophie in der preußischen tagespresse aus : der tubinger theologe christian friedrich schmid ( 1788 – 1853 ) forderte in der berliner tageszeitung » preußische provinzial - blatter « ( 1 1830, 125 – 127 ; 2 1830, 307 – 310 ) hegel zur disputation heraus. in diesem zusammenhang tritt auch das erste mal das wort » pantheismus « auf. schmid setzt sich mit der » religionsphilosophie « hegels auseinander und stellt ihr die christliche lehre gegenuber. der vergleich » eroffnet « ( schmid 1830, 125 ) schmids » dissens « ( 1 1830, 126 ). " [SEP]	0	1
" beispiele fur wachstums - und kerngeschaftsmodelle finden sich im artikel „ geschaftsmodelle “. kerngeschaftsmodelle unterliegen dem prinzip der gewinnmaximierung. nach den erfolgsfaktoren des kerngeschafts mussen zwei wesentliche anforderungen gestellt werden : * die gewinnmaximierung muss bei moglichst niedrigen risiken gesichert werden. * das modell muss der langfristigen einkommensstabilitat und der unternehmenssicherheit dienen. " [SEP]	0	1
" der sudliche teil des pisga hieß einst abaim, abam, oder aban ( 2. mose 21, 10 - 14 ; 1. kon. 3, 25 ; psalm 68, 15 ). spater wurde er karmel genannt ( jud. 1, 35 ; 12, 7 ; 1. kon. 9, 11 ; 2. kon. " [SEP]	0	1
" ( dt. ) bei dem buch, das in diesem urteil behandelt wird, handelt es sich um : anton und anita rings : die ehemalige judische gemeinde in linz am rhein ; erinnerung und gedenken. stadt linz am rhein, 1989 1990er jahre rechtswissenschaft neuhochdeutsch ( dt. ) " [SEP]	0	1
